2931,3
2932,3
2933,3
2934,1
2935,4
2936,3
2937,2
2938,3
2939,3
2940,4
2941,1
2942,3
2943,4
2944,3
2945,4
2946,3
2947,3
2948,3
2949,4
2950,4
2951,3
2952,4
2953,3
2954,1
2955,2
2956,3
2957,3
2958,4
2959,3
2960,3
2961,3
2962,3
2963,2
2964,3
2965,3
2966,1
2967,3
2968,2
2969,1
2970,4
2971,3
2972,1
2973,2
2974,1
2975,3
2976,3
2977,2
2978,1
2979,4
2980,3
2981,3
2982,1
2983,1
2984,3
2985,3
2986,3
2987,3
2988,2
2989,3
2990,3
2991,3
2992,3
2993,3
2994,4
2995,3
2996,3
2997,3
2998,3
2999,1
3000,2
3001,1
3002,1
3003,3
3004,3
3005,4
3006,3
3007,3
3008,3
3009,3
3010,3
3011,3
3012,1
3013,3
3014,3
3015,2
3016,3
3017,1
3018,4
3019,3
3020,3
3021,3
3022,3
3023,3
3024,2
3025,1
3026,3
3027,3
3028,1
3029,3
3030,4
3031,3
3032,4
3033,2
3034,3
3035,3
3036,3
3037,4
3038,3
3039,3
3040,3
3041,3
3042,3
3043,1
3044,3
3045,3
3046,1
3047,1
3048,1
3049,3
3050,1
3051,4
3052,4
3053,3
3054,4
3055,4
3056,1
3057,3
3058,4
3059,1
3060,1
3061,1
3062,3
3063,1
3064,1
3065,3
3066,3
3067,3
3068,3
3069,1
3070,3
3071,4
3072,1
3073,1
3074,3
3075,3
3076,3
3077,3
3078,3
3079,3
3080,4
3081,3
3082,3
3083,3
3084,3
3085,1
3086,1
3087,1
3088,3
3089,4
3090,1
3091,3
3092,4
3093,3
3094,1
3095,3
3096,4
3097,3
3098,3
3099,3
3100,1
3101,1
3102,1
3103,4
3104,4
3105,3
3106,3
3107,3
3108,4
3109,1
3110,4
3111,1
3112,3
3113,3
3114,4
3115,4
3116,3
3117,3
3118,1
3119,4
3120,4
3121,3
3122,3
3123,3
3124,4
3125,1
3126,1
3127,1
3128,4
3129,3
3130,3
3131,4
3132,1
3133,4
3134,4
3135,3
3136,3
3137,3
3138,4
3139,1
3140,3
3141,3
3142,3
3143,1
3144,3
3145,3
3146,4
3147,3
3148,3
3149,1
3150,3
3151,3
3152,4
3153,1
3154,3
3155,3
3156,3
3157,3
3158,4
3159,3
3160,3
3161,3
3162,1
3163,4
3164,2
3165,3
3166,3
3167,3
3168,3
3169,4
3170,3
3171,3
3172,3
3173,3
3174,3
3175,3
3176,3
3177,1
3178,1
3179,1
3180,4
3181,3
3182,4
3183,2
3184,1
3185,1
3186,3
3187,3
3188,1
3189,3
3190,1
3191,3
3192,1
3193,3
3194,3
3195,1
3196,3
3197,1
3198,3
3199,3
3200,3
3201,3
3202,3
3203,3
3204,3
3205,3
3206,3
3207,3
3208,3
3209,1
3210,4
3211,3
3212,3
3213,3
3214,3
3215,3
3216,4
3217,3
3218,3
3219,3
3220,1
3221,4
3222,3
3223,3
3224,4
3225,4
3226,3
3227,4
3228,3
3229,2
3230,3
3231,3
3232,3
3233,1
3234,3
3235,4
3236,1
3237,1
3238,3
3239,3
3240,4
3241,3
3242,3
3243,3
3244,1
3245,3
3246,3
3247,4
3248,3
3249,3
3250,4
3251,1
3252,3
3253,3
3254,3
3255,2
3256,3
3257,4
3258,3
3259,1
3260,4
3261,1
3262,3
3263,3
3264,3
3265,3
3266,3
3267,1
3268,3
3269,3
3270,1
3271,3
3272,3
3273,4
3274,3
3275,3
3276,1
3277,3
3278,4
3279,4
3280,3
3281,3
3282,4
3283,4
3284,4
3285,3
3286,4
3287,1
3288,3
3289,4
3290,3
3291,1
3292,3
3293,4
3294,3
3295,1
3296,3
3297,3
3298,1
3299,1
3300,3
3301,3
3302,3
3303,1
3304,3
3305,4
3306,1
3307,1
3308,1
3309,4
3310,4
3311,3
3312,1
3313,3
3314,3
3315,3
3316,3
3317,3
3318,1
3319,1
3320,1
3321,3
3322,3
3323,1
3324,3
3325,3
3326,3
3327,3
3328,3
3329,3
3330,3
3331,4
3332,3
3333,4
3334,1
3335,3
3336,1
3337,3
3338,3
3339,4
3340,3
3341,1
3342,2
3343,4
3344,3
3345,3
3346,1
3347,3
3348,3
3349,3
3350,3
3351,3
3352,3
3353,3
3354,3
3355,3
3356,1
3357,1
3358,3
3359,3
3360,1
3361,3
3362,1
3363,3
3364,1
3365,4
3366,3
3367,3
3368,3
3369,3
3370,3
3371,3
3372,3
3373,1
3374,3
3375,3
3376,3
3377,3
3378,3
3379,1
3380,3
3381,1
3382,4
3383,1
3384,3
3385,1
3386,4
3387,1
3388,3
3389,1
3390,3
3391,4
3392,4
3393,1
3394,1
3395,1
3396,3
3397,3
3398,1
3399,2
3400,3
3401,2
3402,3
3403,3
3404,3
3405,3
3406,4
3407,3
3408,3
3409,1
3410,3
3411,4
3412,3
3413,3
3414,4
3415,1
3416,4
3417,1
3418,1
3419,3
3420,3
